symbol,report_date,period_type,statement_type,item_code,item_name_cn,item_name_en,value,unit,currency,source_doc,source_page,source_section,is_derived,quality_flag,note,updated_at
02618.HK,2023-12-31,FY,working_capital_note,receivables_within_3m,应收账款账龄3个月以内,Trade receivables within 3 months,14168920,RMB'000,CNY,2024042600786.pdf,152,Trade receivables aging analysis,false,reported,Within 3 months bucket in trade receivables aging table.,2026-03-23T00:00:00+08:00
02618.HK,2023-12-31,FY,working_capital_note,supplier_finance_arrangements,供应商金融安排项下应付账款,Trade payables under supplier finance arrangements,33438,RMB'000,CNY,2024042600786.pdf,164,Trade payables / supplier financing arrangements,false,reported,Amount of trade payables under supplier financing arrangements.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,borrowings,借款,Borrowings,7228230,RMB'000,CNY,2025042501607.pdf,"104,163",Consolidated Statement of Financial Position / Borrowings,true,derived_sum,"Derived as non-current borrowings 2,760,000 plus current borrowings 4,468,230.",2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,cash_and_cash_equivalents,现金及现金等价物,Cash and cash equivalents,25811757,RMB'000,CNY,2025042501607.pdf,"103,107,153",Consolidated Statement of Financial Position / Cash and bank balances,false,reported,Directly reported year-end cash and cash equivalents.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,current_assets,流动资产合计,Total current assets,67740188,RMB'000,CNY,2025042501607.pdf,103,Consolidated Statement of Financial Position,false,reported,Directly reported total current assets.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,current_liabilities,流动负债合计,Total current liabilities,39712049,RMB'000,CNY,2025042501607.pdf,104,Consolidated Statement of Financial Position,false,reported,Directly reported total current liabilities.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,inventories,存货,Inventories,645798,RMB'000,CNY,2025042501607.pdf,103,Consolidated Statement of Financial Position,false,reported,Directly reported inventories.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,lease_liabilities,租赁负债,Lease liabilities,15941503,RMB'000,CNY,2025042501607.pdf,"104,164",Consolidated Statement of Financial Position / Lease liabilities,true,derived_sum,"Derived as non-current lease liabilities 9,432,189 plus current lease liabilities 6,509,314.",2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,restricted_cash,受限现金,Restricted cash,335996,RMB'000,CNY,2025042501607.pdf,"103,153,26",Consolidated Statement of Financial Position / Cash and bank balances / Pledge of Assets,false,reported,Restricted cash balance at year end; page 26 separately notes pledged restricted cash of RMB336.0 million.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,term_deposits,定期存款,Term deposits,3814742,RMB'000,CNY,2025042501607.pdf,"103,153",Consolidated Statement of Financial Position / Cash and bank balances,false,reported,Directly reported term deposits.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,total_assets,资产总计,Total assets,117867788,RMB'000,CNY,2025042501607.pdf,103,Consolidated Statement of Financial Position,false,reported,Directly reported total assets.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,total_equity,权益总计,Total equity,62966920,RMB'000,CNY,2025042501607.pdf,103,Consolidated Statement of Financial Position,false,reported,Directly reported total equity.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,total_liabilities,负债总计,Total liabilities,54900868,RMB'000,CNY,2025042501607.pdf,104,Consolidated Statement of Financial Position,false,reported,Directly reported total liabilities.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,trade_payables,应付账款,Trade payables,8568084,RMB'000,CNY,2025042501607.pdf,"104,161",Consolidated Statement of Financial Position / Trade payables,false,reported,Total trade payables including supplier finance arrangements component.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,balance_sheet,trade_receivables,应收账款,Trade receivables,15744864,RMB'000,CNY,2025042501607.pdf,"103,151",Consolidated Statement of Financial Position / Trade receivables,false,reported,Year-end carrying amount after allowance.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,cash_flow,capex_net,资本开支净额,Capital expenditures net of related proceeds from disposals,4300000,RMB'000,CNY,2025042501607.pdf,"22,23",Liquidity and Free Cash Flow / Net cash used in investing activities,false,rounded_narrative,Narrative disclosure states payments for capital expenditures net of related proceeds from disposals of RMB4.3 billion.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,cash_flow,financing_cash_flow,筹资活动现金流量净额,Net cash used in financing activities,-11487704,RMB'000,CNY,2025042501607.pdf,"108,24",Consolidated Statement of Cash Flows / Net cash used in financing activities,false,reported,Directly reported financing cash flow.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,cash_flow,free_cash_inflow,自由现金流入,Free cash inflow,8100000,RMB'000,CNY,2025042501607.pdf,22,Liquidity and Free Cash Flow,false,rounded_narrative,Narrative disclosure states free cash inflow of RMB8.1 billion.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,cash_flow,investing_cash_flow,投资活动现金流量净额,Net cash used in investing activities,-840448,RMB'000,CNY,2025042501607.pdf,"107,23",Consolidated Statement of Cash Flows / Net cash used in investing activities,false,reported,Directly reported investing cash flow.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,cash_flow,operating_cash_flow,经营活动现金流量净额,Net cash generated from operating activities,20790727,RMB'000,CNY,2025042501607.pdf,"107,22",Consolidated Statement of Cash Flows / Liquidity and Free Cash Flow,false,reported,Directly reported operating cash flow.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,operating_metric,external_isc_arpc,外部一体化供应链客户ARPC,ARPC of external integrated supply chain customers,400156,RMB/customer,CNY,2025042501607.pdf,18,Management Discussion and Analysis,false,reported,Directly disclosed ARPC.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,operating_metric,external_isc_customer_count,外部一体化供应链客户数,External integrated supply chain customer count,80703,customers,N/A,2025042501607.pdf,"6,8,18",CEO's Statement / Management Discussion and Analysis,false,reported,Directly disclosed customer count.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,revenue_breakdown,revenue_external,来自外部客户收入,Revenue from external customers,127775968,RMB'000,CNY,2025042501607.pdf,19,Revenue breakdown by JD Group and external customers,false,reported,Directly reported revenue from external customers.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,revenue_breakdown,revenue_jd_group,来自京东集团收入,Revenue from JD Group,55061616,RMB'000,CNY,2025042501607.pdf,19,Revenue breakdown by JD Group and external customers,false,reported,Directly reported revenue from JD Group.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,segment_metric,revenue_external_integrated_supply_chain,外部一体化供应链客户收入,Revenue from external integrated supply chain customers,32300000,RMB'000,CNY,2025042501607.pdf,"17,18",Management Discussion and Analysis,false,rounded_narrative,Narrative disclosure states external integrated supply chain customer revenue of RMB32.3 billion.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,segment_metric,revenue_integrated_supply_chain,一体化供应链客户收入,Revenue from integrated supply chain customers,87355440,RMB'000,CNY,2025042501607.pdf,18,Revenue breakdown by integrated supply chain customers and other customers,false,reported,Directly reported integrated supply chain customer revenue.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,working_capital_note,payables_over_12m,应付账款账龄超过12个月,Trade payables over 12 months,240443,RMB'000,CNY,2025042501607.pdf,161,Trade payables aging analysis,false,reported,Over 12 months bucket in trade payables aging table.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,working_capital_note,receivables_over_12m,应收账款账龄超过12个月,Trade receivables over 12 months,173480,RMB'000,CNY,2025042501607.pdf,151,Trade receivables aging analysis,false,reported,Over 12 months bucket in trade receivables aging table.,2026-03-21T00:00:00+08:00
02618.HK,2024-12-31,FY,working_capital_note,supplier_finance_arrangements,供应商金融安排项下应付账款,Trade payables under supplier finance arrangements,101446,RMB'000,CNY,2025042501607.pdf,161,Trade payables / supplier finance arrangements,false,reported,Amount of trade payables already received by suppliers from finance providers.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,borrowings,借款,Borrowings,4407975,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,35,Consolidated Balance Sheet - Borrowings,true,derived_sum,"Derived as non-current borrowings 3,866,590 plus current borrowings 541,385.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,cash_and_cash_equivalents,现金及现金等价物,Cash and cash equivalents,18117910,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Current Assets,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,current_assets,流动资产合计,Total current assets,58742886,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Current Assets,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,current_liabilities,流动负债合计,Total current liabilities,44369279,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,35,Consolidated Balance Sheet - Current Liabilities,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,inventories,存货,Inventories,886852,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Current Assets,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,lease_liabilities,租赁负债,Lease liabilities,18038757,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,35,Consolidated Balance Sheet - Lease liabilities,true,derived_sum,"Derived as non-current lease liabilities 10,684,271 plus current lease liabilities 7,354,486.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,restricted_cash,受限现金,Restricted cash,459914,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Current Assets,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,term_deposits,定期存款,Term deposits,3174585,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Current Assets,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,total_assets,资产总计,Total assets,124599558,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Total Assets,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,total_equity,权益总计,Total equity,59784729,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,35,Consolidated Balance Sheet - Total Equity,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,total_liabilities,负债总计,Total liabilities,64814829,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,35,Consolidated Balance Sheet - Total Liabilities,false,reported,Directly reported in consolidated balance sheet.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,trade_payables,应付账款,Trade payables,10663466,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,35,Consolidated Balance Sheet - Current Liabilities,false,reported,Gross trade payables including supplier finance arrangements amount disclosed in note.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,balance_sheet,trade_receivables,应收账款,Trade receivables,19848754,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,34,Consolidated Balance Sheet - Current Assets,false,reported,Net carrying amount after allowance for credit losses.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,cash_flow,capex_net,资本开支净额,Capital expenditures net of related proceeds from disposals,6300000,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,27,Net Cash Used in Investing Activities,false,rounded_narrative,"Narrative disclosure states capital expenditures net of related proceeds from disposals of RMB6.3 billion; staged as 6,300,000 in RMB'000.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,cash_flow,financing_cash_flow,筹资活动现金流量净额,Net cash used in financing activities,-14765344,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,36,Consolidated Statement of Cash Flows,false,reported,Directly reported in consolidated cash flow statement.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,cash_flow,free_cash_inflow,自由现金流入,Free cash inflow,4200000,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,26,Liquidity and Capital Resources,false,rounded_narrative,"Narrative disclosure states free cash inflow of RMB4.2 billion; staged as 4,200,000 in RMB'000.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,cash_flow,investing_cash_flow,投资活动现金流量净额,Net cash used in investing activities,-11493231,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,36,Consolidated Statement of Cash Flows,false,reported,Directly reported in consolidated cash flow statement.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,cash_flow,operating_cash_flow,经营活动现金流量净额,Net cash generated from operating activities,18765124,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,36,Consolidated Statement of Cash Flows,false,reported,Directly reported in consolidated cash flow statement.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,operating_metric,external_isc_arpc,外部一体化供应链客户ARPC,ARPC of external integrated supply chain customers,393907,RMB/customer,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,20,Integrated Supply Chain Customer Metrics,false,reported,"Directly disclosed ARPC for the year ended December 31, 2025.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,operating_metric,external_isc_customer_count,外部一体化供应链客户数,External integrated supply chain customer count,91161,customers,N/A,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,20,Integrated Supply Chain Customer Metrics,false,reported,"Directly disclosed customer count for the year ended December 31, 2025.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,revenue_breakdown,revenue_external,来自外部客户收入,Revenue from external customers,136832892,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,21,Revenue Breakdown by JD Group and External Customers,false,reported,Directly reported in revenue breakdown table.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,revenue_breakdown,revenue_jd_group,来自京东集团收入,Revenue from JD Group,80314094,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,21,Revenue Breakdown by JD Group and External Customers,false,reported,Directly reported in revenue breakdown table.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,segment_metric,revenue_external_integrated_supply_chain,外部一体化供应链客户收入,Revenue from external integrated supply chain customers,35900000,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,20,Revenue from Integrated Supply Chain Customers,false,rounded_narrative,"Narrative disclosure states RMB35.9 billion; staged as 35,900,000 in RMB'000.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,segment_metric,revenue_integrated_supply_chain,一体化供应链客户收入,Revenue from integrated supply chain customers,116200000,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,20,Revenue from Integrated Supply Chain Customers,false,rounded_narrative,"Narrative disclosure states RMB116.2 billion; staged as 116,200,000 in RMB'000.",2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,working_capital_note,payables_over_12m,应付账款账龄超过12个月,Trade payables over 12 months,244572,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,41,Aging Analysis of Trade Payables,false,reported,Aging bucket over 12 months in trade payables aging analysis.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,working_capital_note,receivables_over_12m,应收账款账龄超过12个月,Trade receivables over 12 months,108993,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,40,Aging Analysis of Trade Receivables,false,reported,Gross aging bucket before allowance for credit losses.,2026-03-21T00:00:00+08:00
02618.HK,2025-12-31,FY,working_capital_note,supplier_finance_arrangements,供应商金融安排项下应付账款,Trade payables under supplier finance arrangements,114322,RMB'000,CNY,https://www.hkexnews.hk/listedco/listconews/sehk/2026/0305/2026030500918.pdf,40,Supplier Finance Arrangements,false,reported,Amount of trade payables under supplier finance arrangements already received by suppliers from finance providers.,2026-03-21T00:00:00+08:00
